timestamp,open,high,low,close,volume,source,resolution,market,raw_data
2024-06-29T00:01:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619260000.0, 'fillOpen': 139.77, 'fillClose': 139.9788, 'fillHigh': 140.0849, 'fillLow': 139.77, 'oracleOpen': 139.743393, 'oracleClose': 140.0116, 'oracleHigh': 140.0116, 'oracleLow': 139.743393, 'quoteVolume': 3331.47342, 'baseVolume': 23.8, 'resolution': 1.0}"
2024-06-29T00:02:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619320000.0, 'fillOpen': 139.9788, 'fillClose': 140.0901, 'fillHigh': 140.1391, 'fillLow': 139.9788, 'oracleOpen': 140.0116, 'oracleClose': 140.016751, 'oracleHigh': 140.034923, 'oracleLow': 140.0116, 'quoteVolume': 44158.62932, 'baseVolume': 315.2, 'resolution': 1.0}"
2024-06-29T00:03:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619380000.0, 'fillOpen': 140.0901, 'fillClose': 140.0862, 'fillHigh': 140.0901, 'fillLow': 140.0732, 'oracleOpen': 140.016751, 'oracleClose': 139.990298, 'oracleHigh': 140.060358, 'oracleLow': 139.990298, 'quoteVolume': 6765.74616, 'baseVolume': 48.3, 'resolution': 1.0}"
2024-06-29T00:05:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619500000.0, 'fillOpen': 140.0862, 'fillClose': 140.0994, 'fillHigh': 140.0994, 'fillLow': 140.0862, 'oracleOpen': 139.990298, 'oracleClose': 139.942089, 'oracleHigh': 139.990298, 'oracleLow': 139.942089, 'quoteVolume': 140.0994, 'baseVolume': 1.0, 'resolution': 1.0}"
2024-06-29T00:06:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619560000.0, 'fillOpen': 140.0994, 'fillClose': 140.0072, 'fillHigh': 140.0994, 'fillLow': 139.9664, 'oracleOpen': 139.942089, 'oracleClose': 139.89783, 'oracleHigh': 139.942089, 'oracleLow': 139.890192, 'quoteVolume': 97425.72133, 'baseVolume': 695.9, 'resolution': 1.0}"
2024-06-29T00:07:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619620000.0, 'fillOpen': 140.0072, 'fillClose': 140.0811, 'fillHigh': 140.0811, 'fillLow': 140.0072, 'oracleOpen': 139.89783, 'oracleClose': 139.981827, 'oracleHigh': 139.981827, 'oracleLow': 139.89783, 'quoteVolume': 5238.47027, 'baseVolume': 37.4, 'resolution': 1.0}"
2024-06-29T00:08:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619680000.0, 'fillOpen': 140.0811, 'fillClose': 140.051, 'fillHigh': 140.0811, 'fillLow': 140.051, 'oracleOpen': 139.981827, 'oracleClose': 140.007781, 'oracleHigh': 140.007781, 'oracleLow': 139.981827, 'quoteVolume': 5238.3375, 'baseVolume': 37.4, 'resolution': 1.0}"
2024-06-29T00:09:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619740000.0, 'fillOpen': 140.051, 'fillClose': 140.0255, 'fillHigh': 140.0815, 'fillLow': 140.0255, 'oracleOpen': 140.007781, 'oracleClose': 140.025733, 'oracleHigh': 140.025733, 'oracleLow': 140.007781, 'quoteVolume': 4663.84595, 'baseVolume': 33.3, 'resolution': 1.0}"
2024-06-29T00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619800000.0, 'fillOpen': 140.0255, 'fillClose': 140.1642, 'fillHigh': 140.1642, 'fillLow': 140.0255, 'oracleOpen': 140.025733, 'oracleClose': 140.0338, 'oracleHigh': 140.033894, 'oracleLow': 140.025733, 'quoteVolume': 62412.39183, 'baseVolume': 445.3, 'resolution': 1.0}"
2024-06-29T00:12:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719619920000.0, 'fillOpen': 140.1642, 'fillClose': 140.2856, 'fillHigh': 140.2856, 'fillLow': 140.1642, 'oracleOpen': 140.0338, 'oracleClose': 140.183568, 'oracleHigh': 140.183568, 'oracleLow': 140.0338, 'quoteVolume': 266.54264, 'baseVolume': 1.9, 'resolution': 1.0}"
2024-06-29T00:14:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719620040000.0, 'fillOpen': 140.2856, 'fillClose': 140.252, 'fillHigh': 140.2856, 'fillLow': 140.2181, 'oracleOpen': 140.183568, 'oracleClose': 140.196929, 'oracleHigh': 140.196929, 'oracleLow': 140.183568, 'quoteVolume': 280.4701, 'baseVolume': 2.0, 'resolution': 1.0}"
2024-06-29T00:15:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719620100000.0, 'fillOpen': 140.252, 'fillClose': 140.3544, 'fillHigh': 140.3544, 'fillLow': 140.252, 'oracleOpen': 140.196929, 'oracleClose': 140.28957, 'oracleHigh': 140.28957, 'oracleLow': 140.196929, 'quoteVolume': 3186.04488, 'baseVolume': 22.7, 'resolution': 1.0}"
2024-06-29T00:17:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1719620220000.0, 'fillOpen': 140.3544, 'fillClose': 140.1571, 'fillHigh': 140.3544, 'fillLow': 140.146, 'oracleOpen': 140.28957, 'oracleClose': 140.21464, 'oracleHigh': 140.28957, 'oracleLow': 140.16969, 'quoteVolume': 4709.68754, 'baseVolume': 33.6, 'resolution': 1.0}"
