timestamp,open,high,low,close,volume,source,resolution,market,raw_data
2024-04-29T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714348800000.0, 'fillOpen': 137.8609, 'fillClose': 137.722575, 'fillHigh': 137.8609, 'fillLow': 137.722575, 'oracleOpen': 137.895584, 'oracleClose': 137.774278, 'oracleHigh': 137.9644, 'oracleLow': 137.774278, 'quoteVolume': 7429.663044, 'baseVolume': 53.9, 'resolution': 1.0}"
2024-04-29T00:01:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714348860000.0, 'fillOpen': 137.722575, 'fillClose': 137.901, 'fillHigh': 138.0416, 'fillLow': 137.6278, 'oracleOpen': 137.774278, 'oracleClose': 138.014562, 'oracleHigh': 138.014562, 'oracleLow': 137.587477, 'quoteVolume': 54406.40563, 'baseVolume': 394.7, 'resolution': 1.0}"
2024-04-29T00:02:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714348920000.0, 'fillOpen': 137.901, 'fillClose': 138.213748, 'fillHigh': 138.2378, 'fillLow': 137.901, 'oracleOpen': 138.014562, 'oracleClose': 138.162021, 'oracleHigh': 138.230859, 'oracleLow': 138.014562, 'quoteVolume': 602285.7879, 'baseVolume': 4358.6, 'resolution': 1.0}"
2024-04-29T00:03:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714348980000.0, 'fillOpen': 138.213748, 'fillClose': 138.1924, 'fillHigh': 138.213748, 'fillLow': 137.9588, 'oracleOpen': 138.162021, 'oracleClose': 138.21051, 'oracleHigh': 138.21051, 'oracleLow': 137.94033, 'quoteVolume': 19534.083463, 'baseVolume': 141.4, 'resolution': 1.0}"
2024-04-29T00:04:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349040000.0, 'fillOpen': 138.1924, 'fillClose': 138.3389, 'fillHigh': 138.6076, 'fillLow': 138.1378, 'oracleOpen': 138.21051, 'oracleClose': 138.259844, 'oracleHigh': 138.288176, 'oracleLow': 138.17522, 'quoteVolume': 42688.627177, 'baseVolume': 308.6, 'resolution': 1.0}"
2024-04-29T00:05:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349100000.0, 'fillOpen': 138.3389, 'fillClose': 138.4989, 'fillHigh': 138.7359, 'fillLow': 138.331969, 'oracleOpen': 138.259844, 'oracleClose': 138.407889, 'oracleHigh': 138.43589, 'oracleLow': 138.259689, 'quoteVolume': 164231.532846, 'baseVolume': 1186.3, 'resolution': 1.0}"
2024-04-29T00:06:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349160000.0, 'fillOpen': 138.4989, 'fillClose': 138.4544, 'fillHigh': 138.4989, 'fillLow': 138.4544, 'oracleOpen': 138.407889, 'oracleClose': 138.40508, 'oracleHigh': 138.407889, 'oracleLow': 138.40508, 'quoteVolume': 13.84544, 'baseVolume': 0.1, 'resolution': 1.0}"
2024-04-29T00:07:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349220000.0, 'fillOpen': 138.4544, 'fillClose': 138.478087, 'fillHigh': 138.4782, 'fillLow': 138.4544, 'oracleOpen': 138.40508, 'oracleClose': 138.398064, 'oracleHigh': 138.40508, 'oracleLow': 138.394999, 'quoteVolume': 17198.753633, 'baseVolume': 124.2, 'resolution': 1.0}"
2024-04-29T00:08:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349280000.0, 'fillOpen': 138.478087, 'fillClose': 138.5424, 'fillHigh': 138.601336, 'fillLow': 138.478087, 'oracleOpen': 138.398064, 'oracleClose': 138.485635, 'oracleHigh': 138.495, 'oracleLow': 138.398064, 'quoteVolume': 19526.546721, 'baseVolume': 140.9, 'resolution': 1.0}"
2024-04-29T00:09:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1714349340000.0, 'fillOpen': 138.5424, 'fillClose': 138.5288, 'fillHigh': 138.568387, 'fillLow': 138.4785, 'oracleOpen': 138.485635, 'oracleClose': 138.396039, 'oracleHigh': 138.488595, 'oracleLow': 138.396039, 'quoteVolume': 101706.11761, 'baseVolume': 734.2, 'resolution': 1.0}"
