timestamp,open,high,low,close,volume,source,resolution,market,raw_data
2022-12-24T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840000000.0, 'fillOpen': 11.805, 'fillClose': 11.81775, 'fillHigh': 11.81775, 'fillLow': 11.7923, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 850.654937, 'baseVolume': 72.1, 'resolution': 1.0}"
2022-12-24T00:05:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840300000.0, 'fillOpen': 11.81775, 'fillClose': 11.801437, 'fillHigh': 11.81775, 'fillLow': 11.801436, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 13535.16898, 'baseVolume': 1146.9, 'resolution': 1.0}"
2022-12-24T00:06:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840360000.0, 'fillOpen': 11.801437, 'fillClose': 11.802205, 'fillHigh': 11.802205, 'fillLow': 11.80026, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 15439.076621, 'baseVolume': 1308.3, 'resolution': 1.0}"
2022-12-24T00:07:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840420000.0, 'fillOpen': 11.802205, 'fillClose': 11.79699, 'fillHigh': 11.802205, 'fillLow': 11.79699, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 4565.703811, 'baseVolume': 386.9, 'resolution': 1.0}"
2022-12-24T00:08:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840480000.0, 'fillOpen': 11.79699, 'fillClose': 11.79515, 'fillHigh': 11.79699, 'fillLow': 11.79515, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 1.179515, 'baseVolume': 0.1, 'resolution': 1.0}"
2022-12-24T00:09:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840540000.0, 'fillOpen': 11.79515, 'fillClose': 11.79515, 'fillHigh': 11.79515, 'fillLow': 11.79515, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 1.179515, 'baseVolume': 0.1, 'resolution': 1.0}"
2022-12-24T00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840600000.0, 'fillOpen': 11.79515, 'fillClose': 11.78961, 'fillHigh': 11.79515, 'fillLow': 11.78961, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 1.178961, 'baseVolume': 0.1, 'resolution': 1.0}"
2022-12-24T00:11:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840660000.0, 'fillOpen': 11.78961, 'fillClose': 11.79035, 'fillHigh': 11.79035, 'fillLow': 11.78961, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 1.179035, 'baseVolume': 0.1, 'resolution': 1.0}"
2022-12-24T00:12:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840720000.0, 'fillOpen': 11.79035, 'fillClose': 11.78964, 'fillHigh': 11.79035, 'fillLow': 11.78751, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 2.357715, 'baseVolume': 0.2, 'resolution': 1.0}"
2022-12-24T00:13:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840780000.0, 'fillOpen': 11.78964, 'fillClose': 11.78817, 'fillHigh': 11.78964, 'fillLow': 11.78817, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 2.357634, 'baseVolume': 0.2, 'resolution': 1.0}"
2022-12-24T00:14:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840840000.0, 'fillOpen': 11.78817, 'fillClose': 11.79187, 'fillHigh': 11.79187, 'fillLow': 11.78746, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 2.357933, 'baseVolume': 0.2, 'resolution': 1.0}"
2022-12-24T00:15:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840900000.0, 'fillOpen': 11.79187, 'fillClose': 11.77748, 'fillHigh': 11.79187, 'fillLow': 11.77748, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 302.745898, 'baseVolume': 25.7, 'resolution': 1.0}"
2022-12-24T00:16:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671840960000.0, 'fillOpen': 11.77748, 'fillClose': 11.77923, 'fillHigh': 11.77923, 'fillLow': 11.77748, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 414.628905, 'baseVolume': 35.2, 'resolution': 1.0}"
2022-12-24T00:17:00+00:00,0.0,0.0,0.0,0.0,0.0,drift,1,SOL-PERP,"{'start': 1671841020000.0, 'fillOpen': 11.77923, 'fillClose': 11.749135, 'fillHigh': 11.77923, 'fillLow': 11.749135, 'oracleOpen': 0.0, 'oracleClose': 0.0, 'oracleHigh': 0.0, 'oracleLow': 0.0, 'quoteVolume': 7114.567141, 'baseVolume': 604.8, 'resolution': 1.0}"
